Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,2023-08-15_256samples_623B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_629A2A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_630A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_631B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_632B_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_633A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_638A1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_642A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_643E.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP10A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP13A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP15C_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP17D.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP19F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP20G1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP3F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP5A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP6A.fasta_PROKKA_04102026
paiA_2,paiA_2,Spermidine/spermine N(1)-acetyltransferase,18,18,1.0,1,5849,,,,546,546,546.0,DHHEPMPN_03028,CBBFEIEG_03029,JAGMMPDK_02769,JCGKDLKP_03632,IJJMJDPO_04327,OPLBPFOJ_03847,PAPKKMNH_04002,EEMOKJNN_04414,JPLAHNLF_02946,DHNKKDKB_03850,EONIFOAI_03270,KPCEIPFN_04399,BLLKJOKP_04636,HALBOOGP_04278,POFILHDL_03960,GOKHHJCB_03478,MFFOPBKH_03139,HGPKINJB_04330
group_2976,,hypothetical protein,18,18,1.0,1,5848,,,,324,441,369.5,DHHEPMPN_02209,CBBFEIEG_03245,JAGMMPDK_03917,JCGKDLKP_03097,IJJMJDPO_01063,OPLBPFOJ_00151,PAPKKMNH_03640,EEMOKJNN_00806,JPLAHNLF_04009,DHNKKDKB_00425,EONIFOAI_01900,KPCEIPFN_02098,BLLKJOKP_00172,HALBOOGP_01884,POFILHDL_00425,GOKHHJCB_01960,MFFOPBKH_00200,HGPKINJB_02972
group_2975,,hypothetical protein,18,18,1.0,1,5847,,,,1515,1515,1515.0,DHHEPMPN_00720,CBBFEIEG_01982,JAGMMPDK_01280,JCGKDLKP_01806,IJJMJDPO_01368,OPLBPFOJ_01409,PAPKKMNH_01165,EEMOKJNN_01584,JPLAHNLF_01200,DHNKKDKB_02475,EONIFOAI_00753,KPCEIPFN_00977,BLLKJOKP_01431,HALBOOGP_01018,POFILHDL_02222,GOKHHJCB_00141,MFFOPBKH_02259,HGPKINJB_01531
yfkM,yfkM,General stress protein 18,18,18,1.0,1,5846,,,,561,561,561.0,DHHEPMPN_04726,CBBFEIEG_00593,JAGMMPDK_03312,JCGKDLKP_04772,IJJMJDPO_04374,OPLBPFOJ_04928,PAPKKMNH_03014,EEMOKJNN_05110,JPLAHNLF_03615,DHNKKDKB_04720,EONIFOAI_02636,KPCEIPFN_04959,BLLKJOKP_03767,HALBOOGP_04987,POFILHDL_04386,GOKHHJCB_05272,MFFOPBKH_04438,HGPKINJB_04878
group_2974,,Aminoglycoside N(6')-acetyltransferase type 1,18,18,1.0,1,5845,,,,453,453,453.0,DHHEPMPN_03299,CBBFEIEG_03582,JAGMMPDK_03027,JCGKDLKP_01968,IJJMJDPO_05581,OPLBPFOJ_05382,PAPKKMNH_01592,EEMOKJNN_05622,JPLAHNLF_01412,DHNKKDKB_05495,EONIFOAI_06179,KPCEIPFN_06036,BLLKJOKP_05583,HALBOOGP_02995,POFILHDL_05496,GOKHHJCB_06106,MFFOPBKH_05487,HGPKINJB_01908
group_2973,,hypothetical protein,18,18,1.0,1,5844,,,,420,420,420.0,DHHEPMPN_03297,CBBFEIEG_03584,JAGMMPDK_03029,JCGKDLKP_01966,IJJMJDPO_05579,OPLBPFOJ_05384,PAPKKMNH_01594,EEMOKJNN_05620,JPLAHNLF_01410,DHNKKDKB_05493,EONIFOAI_06177,KPCEIPFN_06034,BLLKJOKP_05585,HALBOOGP_02997,POFILHDL_05498,GOKHHJCB_06108,MFFOPBKH_05489,HGPKINJB_01910
zapE_3~~~zapE_2,zapE_3;zapE_2,Cell division protein ZapE,18,24,1.3333333333333333,1,5841,,,,363,1095,832.5,DHHEPMPN_02277;DHHEPMPN_02276,CBBFEIEG_03176;CBBFEIEG_03177,JAGMMPDK_04095;JAGMMPDK_04096,JCGKDLKP_03166;JCGKDLKP_03165,IJJMJDPO_00995,OPLBPFOJ_00218,PAPKKMNH_03455;PAPKKMNH_03454,EEMOKJNN_00874,JPLAHNLF_03940;JPLAHNLF_03941,DHNKKDKB_00353,EONIFOAI_01833,KPCEIPFN_02164,BLLKJOKP_00239,HALBOOGP_01951,POFILHDL_00353,GOKHHJCB_02026,MFFOPBKH_00271,HGPKINJB_01983
group_2970,,hypothetical protein,18,18,1.0,1,5840,,,,270,270,270.0,DHHEPMPN_00475,CBBFEIEG_01144,JAGMMPDK_00645,JCGKDLKP_00476,IJJMJDPO_04225,OPLBPFOJ_04187,PAPKKMNH_00568,EEMOKJNN_04634,JPLAHNLF_00476,DHNKKDKB_01518,EONIFOAI_01287,KPCEIPFN_00362,BLLKJOKP_01917,HALBOOGP_01519,POFILHDL_01613,GOKHHJCB_00905,MFFOPBKH_01306,HGPKINJB_00769
group_2969,,hypothetical protein,18,18,1.0,1,5839,,,,768,768,768.0,DHHEPMPN_04032,CBBFEIEG_04508,JAGMMPDK_03892,JCGKDLKP_02212,IJJMJDPO_02317,OPLBPFOJ_02806,PAPKKMNH_02653,EEMOKJNN_03015,JPLAHNLF_01656,DHNKKDKB_01828,EONIFOAI_05348,KPCEIPFN_02756,BLLKJOKP_02002,HALBOOGP_02752,POFILHDL_01909,GOKHHJCB_05471,MFFOPBKH_01956,HGPKINJB_05929
yraJ_1,yraJ_1,Outer membrane usher protein YraJ,18,18,1.0,1,5838,,,,2439,2502,2467.0,DHHEPMPN_02070,CBBFEIEG_01539,JAGMMPDK_00243,JCGKDLKP_00890,IJJMJDPO_00414,OPLBPFOJ_00799,PAPKKMNH_00243,EEMOKJNN_00414,JPLAHNLF_00757,DHNKKDKB_00869,EONIFOAI_00368,KPCEIPFN_01306,BLLKJOKP_00862,HALBOOGP_00245,POFILHDL_00868,GOKHHJCB_01402,MFFOPBKH_00996,HGPKINJB_00245
group_2967,,hypothetical protein,18,18,1.0,1,5836,,,,192,207,206.16666666666666,DHHEPMPN_04725,CBBFEIEG_00592,JAGMMPDK_03313,JCGKDLKP_04773,IJJMJDPO_04373,OPLBPFOJ_04929,PAPKKMNH_03015,EEMOKJNN_05111,JPLAHNLF_03616,DHNKKDKB_04721,EONIFOAI_02635,KPCEIPFN_04960,BLLKJOKP_03766,HALBOOGP_04986,POFILHDL_04387,GOKHHJCB_05273,MFFOPBKH_04437,HGPKINJB_04879
mshD_1,mshD_1,Mycothiol acetyltransferase,18,18,1.0,1,5835,,,,525,525,525.0,DHHEPMPN_01069,CBBFEIEG_03949,JAGMMPDK_02037,JCGKDLKP_02857,IJJMJDPO_00820,OPLBPFOJ_00393,PAPKKMNH_01868,EEMOKJNN_01049,JPLAHNLF_01970,DHNKKDKB_00166,EONIFOAI_05436,KPCEIPFN_03065,BLLKJOKP_00457,HALBOOGP_03725,POFILHDL_00166,GOKHHJCB_02410,MFFOPBKH_00458,HGPKINJB_02799
pdeG,pdeG,putative cyclic di-GMP phosphodiesterase PdeG,18,18,1.0,1,5834,,,,1476,1542,1527.3333333333333,DHHEPMPN_00615,CBBFEIEG_02087,JAGMMPDK_01385,JCGKDLKP_01701,IJJMJDPO_01514,OPLBPFOJ_01263,PAPKKMNH_01270,EEMOKJNN_01438,JPLAHNLF_01305,DHNKKDKB_02564,EONIFOAI_00847,KPCEIPFN_00883,BLLKJOKP_01583,HALBOOGP_00924,POFILHDL_02133,GOKHHJCB_00235,MFFOPBKH_02348,HGPKINJB_01437
group_2966,,hypothetical protein,18,18,1.0,1,5833,,,,933,1092,977.1666666666666,DHHEPMPN_00609,CBBFEIEG_02093,JAGMMPDK_01391,JCGKDLKP_01695,IJJMJDPO_01520,OPLBPFOJ_01257,PAPKKMNH_01276,EEMOKJNN_01432,JPLAHNLF_01311,DHNKKDKB_02570,EONIFOAI_00853,KPCEIPFN_00877,BLLKJOKP_01589,HALBOOGP_00918,POFILHDL_02127,GOKHHJCB_00241,MFFOPBKH_02354,HGPKINJB_01431
group_2965,,hypothetical protein,18,18,1.0,1,5832,,,,660,660,660.0,DHHEPMPN_00081,CBBFEIEG_00750,JAGMMPDK_01041,JCGKDLKP_00080,IJJMJDPO_02607,OPLBPFOJ_01848,PAPKKMNH_00962,EEMOKJNN_02438,JPLAHNLF_00080,DHNKKDKB_01183,EONIFOAI_01625,KPCEIPFN_00022,BLLKJOKP_02472,HALBOOGP_01180,POFILHDL_01278,GOKHHJCB_00567,MFFOPBKH_01641,HGPKINJB_01107
group_2964,,hypothetical protein,18,18,1.0,1,5831,,,,384,432,429.3333333333333,DHHEPMPN_05602,CBBFEIEG_03077,JAGMMPDK_05897,JCGKDLKP_05884,IJJMJDPO_04278,OPLBPFOJ_03896,PAPKKMNH_04050,EEMOKJNN_04463,JPLAHNLF_05909,DHNKKDKB_05330,EONIFOAI_03222,KPCEIPFN_04351,BLLKJOKP_04589,HALBOOGP_04326,POFILHDL_04008,GOKHHJCB_03430,MFFOPBKH_03187,HGPKINJB_04282
group_2963,,hypothetical protein,18,18,1.0,1,5830,,,,234,234,234.0,DHHEPMPN_02511,CBBFEIEG_00290,JAGMMPDK_01778,JCGKDLKP_01402,IJJMJDPO_03930,OPLBPFOJ_03071,PAPKKMNH_03320,EEMOKJNN_01911,JPLAHNLF_02380,DHNKKDKB_03520,EONIFOAI_04403,KPCEIPFN_02275,BLLKJOKP_03613,HALBOOGP_03273,POFILHDL_04296,GOKHHJCB_03835,MFFOPBKH_03569,HGPKINJB_05250
group_2962,,hypothetical protein,18,19,1.0555555555555556,1,5829,,,,666,10710,9531.473684210527,DHHEPMPN_05553,CBBFEIEG_05364,JAGMMPDK_05507,JCGKDLKP_05568,IJJMJDPO_05550,OPLBPFOJ_04457,PAPKKMNH_05413;PAPKKMNH_05837,EEMOKJNN_05564,JPLAHNLF_05080,DHNKKDKB_05281,EONIFOAI_01141,KPCEIPFN_00589,BLLKJOKP_05555,HALBOOGP_00629,POFILHDL_05445,GOKHHJCB_00529,MFFOPBKH_05468,HGPKINJB_01144
group_2961,,hypothetical protein,18,18,1.0,1,5828,,,,237,237,237.0,DHHEPMPN_00053,CBBFEIEG_00723,JAGMMPDK_01069,JCGKDLKP_00053,IJJMJDPO_02562,OPLBPFOJ_01893,PAPKKMNH_00991,EEMOKJNN_02482,JPLAHNLF_00053,DHNKKDKB_01164,EONIFOAI_05874,KPCEIPFN_05296,BLLKJOKP_02496,HALBOOGP_05817,POFILHDL_01259,GOKHHJCB_05318,MFFOPBKH_01660,HGPKINJB_05474
group_2960,,hypothetical protein,18,18,1.0,1,5827,,,,309,309,309.0,DHHEPMPN_01333,CBBFEIEG_02674,JAGMMPDK_02514,JCGKDLKP_03377,IJJMJDPO_04856,OPLBPFOJ_02070,PAPKKMNH_01676,EEMOKJNN_03415,JPLAHNLF_02826,DHNKKDKB_02793,EONIFOAI_05041,KPCEIPFN_04042,BLLKJOKP_02893,HALBOOGP_03382,POFILHDL_02840,GOKHHJCB_03373,MFFOPBKH_02603,HGPKINJB_02506
yfgD,yfgD,putative protein YfgD,18,18,1.0,1,5826,,,,354,354,354.0,DHHEPMPN_01101,CBBFEIEG_03917,JAGMMPDK_02070,JCGKDLKP_02889,IJJMJDPO_00846,OPLBPFOJ_00367,PAPKKMNH_01901,EEMOKJNN_01023,JPLAHNLF_02002,DHNKKDKB_00205,EONIFOAI_01683,KPCEIPFN_04869,BLLKJOKP_00387,HALBOOGP_02101,POFILHDL_00205,GOKHHJCB_04757,MFFOPBKH_00419,HGPKINJB_02134
group_2959,,hypothetical protein,18,18,1.0,1,5825,,,,150,150,150.0,DHHEPMPN_02048,CBBFEIEG_01561,JAGMMPDK_00265,JCGKDLKP_00868,IJJMJDPO_00392,OPLBPFOJ_00821,PAPKKMNH_00265,EEMOKJNN_00392,JPLAHNLF_00779,DHNKKDKB_00847,EONIFOAI_00346,KPCEIPFN_01284,BLLKJOKP_00884,HALBOOGP_00267,POFILHDL_00890,GOKHHJCB_01380,MFFOPBKH_00974,HGPKINJB_00267
dthadh,dthadh,D-threo-3-hydroxyaspartate dehydratase,18,18,1.0,1,5824,,,,975,1104,1096.8333333333333,DHHEPMPN_05749,CBBFEIEG_05799,JAGMMPDK_05660,JCGKDLKP_05721,IJJMJDPO_05477,OPLBPFOJ_04807,PAPKKMNH_05715,EEMOKJNN_04697,JPLAHNLF_05725,DHNKKDKB_03713,EONIFOAI_06114,KPCEIPFN_06169,BLLKJOKP_05536,HALBOOGP_06046,POFILHDL_04421,GOKHHJCB_06083,MFFOPBKH_03002,HGPKINJB_06160
group_2958,,putative NTE family protein,18,18,1.0,1,5823,,,,807,873,825.3333333333334,DHHEPMPN_00713,CBBFEIEG_01989,JAGMMPDK_01287,JCGKDLKP_01799,IJJMJDPO_01375,OPLBPFOJ_01402,PAPKKMNH_01172,EEMOKJNN_01577,JPLAHNLF_01207,DHNKKDKB_02482,EONIFOAI_00760,KPCEIPFN_00970,BLLKJOKP_01438,HALBOOGP_01011,POFILHDL_02215,GOKHHJCB_00148,MFFOPBKH_02266,HGPKINJB_01524
group_2955,,hypothetical protein,18,18,1.0,1,5820,,,,183,267,243.66666666666666,DHHEPMPN_03988,CBBFEIEG_04464,JAGMMPDK_03848,JCGKDLKP_02256,IJJMJDPO_02271,OPLBPFOJ_02852,PAPKKMNH_02697,EEMOKJNN_02969,JPLAHNLF_01700,DHNKKDKB_01875,EONIFOAI_04627,KPCEIPFN_04554,BLLKJOKP_02065,HALBOOGP_04593,POFILHDL_01956,GOKHHJCB_04264,MFFOPBKH_02003,HGPKINJB_04413
dmlR_26~~~dmlR_23,dmlR_26;dmlR_23,HTH-type transcriptional regulator DmlR,18,18,1.0,1,5819,,,,894,894,894.0,DHHEPMPN_05693,CBBFEIEG_03615,JAGMMPDK_03220,JCGKDLKP_04095,IJJMJDPO_05674,OPLBPFOJ_05666,PAPKKMNH_02798,EEMOKJNN_03754,JPLAHNLF_05669,DHNKKDKB_03233,EONIFOAI_04848,KPCEIPFN_03045,BLLKJOKP_05638,HALBOOGP_05574,POFILHDL_03471,GOKHHJCB_04571,MFFOPBKH_03806,HGPKINJB_05752
cefD_2,cefD_2,Isopenicillin N epimerase,18,18,1.0,1,5818,,,,1176,1176,1176.0,DHHEPMPN_03331,CBBFEIEG_03550,JAGMMPDK_02995,JCGKDLKP_02000,IJJMJDPO_02539,OPLBPFOJ_02403,PAPKKMNH_01560,EEMOKJNN_03237,JPLAHNLF_01444,DHNKKDKB_01602,EONIFOAI_02700,KPCEIPFN_02544,BLLKJOKP_02183,HALBOOGP_02964,POFILHDL_01684,GOKHHJCB_03227,MFFOPBKH_01731,HGPKINJB_01876
rsd,rsd,Regulator of sigma D,18,18,1.0,1,5816,,,,459,459,459.0,DHHEPMPN_03292,CBBFEIEG_01519,JAGMMPDK_00223,JCGKDLKP_00911,IJJMJDPO_00435,OPLBPFOJ_00778,PAPKKMNH_00223,EEMOKJNN_00435,JPLAHNLF_00737,DHNKKDKB_00890,EONIFOAI_00389,KPCEIPFN_01327,BLLKJOKP_00841,HALBOOGP_00224,POFILHDL_00847,GOKHHJCB_02607,MFFOPBKH_01017,HGPKINJB_00224
group_2953,,hypothetical protein,18,18,1.0,1,5815,,,,267,267,267.0,DHHEPMPN_03881,CBBFEIEG_04202,2_refound_33,JCGKDLKP_04114,IJJMJDPO_05635,OPLBPFOJ_03808,PAPKKMNH_04812,EEMOKJNN_04234,JPLAHNLF_04958,9_refound_119,EONIFOAI_03967,KPCEIPFN_05265,BLLKJOKP_05349,HALBOOGP_06126,14_refound_169,GOKHHJCB_03818,16_refound_192,HGPKINJB_05510
group_2952,,hypothetical protein,18,18,1.0,1,5814,,,,117,216,183.0,DHHEPMPN_02347,CBBFEIEG_00126,JAGMMPDK_01614,JCGKDLKP_01238,IJJMJDPO_04046,OPLBPFOJ_02955,PAPKKMNH_04154,EEMOKJNN_02027,JPLAHNLF_02215,DHNKKDKB_04750,EONIFOAI_05941,KPCEIPFN_02391,BLLKJOKP_03732,HALBOOGP_03157,POFILHDL_04179,GOKHHJCB_03951,MFFOPBKH_03452,HGPKINJB_03599
group_2951,,hypothetical protein,18,18,1.0,1,5813,,,,255,336,309.0,DHHEPMPN_05593,CBBFEIEG_03086,JAGMMPDK_05906,JCGKDLKP_05893,IJJMJDPO_04269,OPLBPFOJ_03905,PAPKKMNH_04059,EEMOKJNN_04472,JPLAHNLF_05900,DHNKKDKB_05321,EONIFOAI_03213,KPCEIPFN_04342,BLLKJOKP_04580,HALBOOGP_04335,POFILHDL_04017,GOKHHJCB_03421,MFFOPBKH_03196,HGPKINJB_04273
trmK,trmK,tRNA (adenine(22)-N(1))-methyltransferase,18,18,1.0,1,5811,,,,732,732,732.0,DHHEPMPN_04902,CBBFEIEG_01232,JAGMMPDK_04901,JCGKDLKP_00564,IJJMJDPO_04796,OPLBPFOJ_04679,PAPKKMNH_04691,EEMOKJNN_04938,JPLAHNLF_04842,DHNKKDKB_05357,EONIFOAI_01198,KPCEIPFN_00451,BLLKJOKP_04704,HALBOOGP_01608,POFILHDL_05290,GOKHHJCB_00994,MFFOPBKH_05317,HGPKINJB_00680
group_2949,,hypothetical protein,18,18,1.0,1,5810,,,,759,777,766.0,DHHEPMPN_03255,CBBFEIEG_01482,JAGMMPDK_00186,JCGKDLKP_00948,IJJMJDPO_00472,OPLBPFOJ_00741,PAPKKMNH_00186,EEMOKJNN_00472,JPLAHNLF_00700,DHNKKDKB_00928,EONIFOAI_00426,KPCEIPFN_01364,BLLKJOKP_00804,HALBOOGP_00187,POFILHDL_00809,GOKHHJCB_02644,MFFOPBKH_01055,HGPKINJB_00187
thiL,thiL,Thiamine-monophosphate kinase,18,18,1.0,1,5809,,,,966,987,975.3333333333334,DHHEPMPN_01433,CBBFEIEG_02774,JAGMMPDK_04830,JCGKDLKP_04995,IJJMJDPO_03576,OPLBPFOJ_01976,PAPKKMNH_04322,EEMOKJNN_03321,JPLAHNLF_04646,DHNKKDKB_02887,EONIFOAI_05139,KPCEIPFN_05122,BLLKJOKP_03100,HALBOOGP_05269,POFILHDL_02746,GOKHHJCB_05036,MFFOPBKH_02509,HGPKINJB_05196
rpoN,rpoN,RNA polymerase sigma-54 factor,18,18,1.0,1,5808,,,,1452,1494,1454.3333333333333,DHHEPMPN_02487,CBBFEIEG_00266,JAGMMPDK_01754,JCGKDLKP_01378,IJJMJDPO_03954,OPLBPFOJ_03047,PAPKKMNH_03296,EEMOKJNN_01935,JPLAHNLF_02355,DHNKKDKB_03496,EONIFOAI_04427,KPCEIPFN_02299,BLLKJOKP_03637,HALBOOGP_03249,POFILHDL_04272,GOKHHJCB_03859,MFFOPBKH_03545,HGPKINJB_05274
group_2948,,hypothetical protein,18,18,1.0,1,5807,,,,867,867,867.0,DHHEPMPN_03701,CBBFEIEG_05097,JAGMMPDK_05576,JCGKDLKP_03892,IJJMJDPO_03158,OPLBPFOJ_02590,PAPKKMNH_05214,EEMOKJNN_03777,JPLAHNLF_03150,DHNKKDKB_05637,EONIFOAI_04824,KPCEIPFN_06149,BLLKJOKP_02728,HALBOOGP_04158,POFILHDL_03717,GOKHHJCB_06063,MFFOPBKH_05262,HGPKINJB_03560
group_2947,,hypothetical protein,18,18,1.0,1,5806,,,,282,282,282.0,DHHEPMPN_05369,CBBFEIEG_05590,JAGMMPDK_05374,JCGKDLKP_05444,IJJMJDPO_04606,OPLBPFOJ_05209,PAPKKMNH_04561,EEMOKJNN_05279,JPLAHNLF_05397,DHNKKDKB_05261,EONIFOAI_05302,KPCEIPFN_00572,BLLKJOKP_05162,HALBOOGP_05677,POFILHDL_05164,GOKHHJCB_05140,MFFOPBKH_05073,HGPKINJB_04732
dmlR_16~~~dmlR_15,dmlR_16;dmlR_15,HTH-type transcriptional regulator DmlR,18,18,1.0,1,5805,,,,951,1029,1003.0,DHHEPMPN_03599,CBBFEIEG_04740,JAGMMPDK_03119,JCGKDLKP_03994,IJJMJDPO_03256,OPLBPFOJ_02688,PAPKKMNH_02899,EEMOKJNN_03875,JPLAHNLF_03252,DHNKKDKB_04155,EONIFOAI_04521,KPCEIPFN_04619,BLLKJOKP_02629,HALBOOGP_04699,POFILHDL_03815,GOKHHJCB_04442,MFFOPBKH_03906,HGPKINJB_03461
group_2946,,hypothetical protein,18,18,1.0,1,5804,,,,291,291,291.0,DHHEPMPN_02783,CBBFEIEG_00495,JAGMMPDK_03410,JCGKDLKP_03836,IJJMJDPO_03441,OPLBPFOJ_04947,PAPKKMNH_03112,EEMOKJNN_04060,JPLAHNLF_03713,DHNKKDKB_03143,EONIFOAI_02544,KPCEIPFN_05884,BLLKJOKP_04996,HALBOOGP_03556,POFILHDL_03666,GOKHHJCB_02997,MFFOPBKH_03269,HGPKINJB_02629
cbiG,cbiG,Cobalt-precorrin-5A hydrolase,18,18,1.0,1,5803,,,,393,393,393.0,DHHEPMPN_04983,CBBFEIEG_05232,JAGMMPDK_05941,JCGKDLKP_05245,IJJMJDPO_05654,OPLBPFOJ_05629,PAPKKMNH_04543,EEMOKJNN_04877,JPLAHNLF_05249,DHNKKDKB_05560,EONIFOAI_06279,KPCEIPFN_06269,BLLKJOKP_04218,HALBOOGP_06168,POFILHDL_05564,GOKHHJCB_06173,MFFOPBKH_05556,HGPKINJB_05311
group_2945,,hypothetical protein,18,18,1.0,1,5802,,,,633,777,641.0,DHHEPMPN_03454,CBBFEIEG_03427,JAGMMPDK_02872,JCGKDLKP_02122,IJJMJDPO_02416,OPLBPFOJ_02525,PAPKKMNH_01437,EEMOKJNN_03114,JPLAHNLF_01566,DHNKKDKB_01724,EONIFOAI_02822,KPCEIPFN_02666,BLLKJOKP_02305,HALBOOGP_02841,POFILHDL_01806,GOKHHJCB_03104,MFFOPBKH_01853,HGPKINJB_01753
argP_3~~~oxyR_3,argP_3;;oxyR_3,HTH-type transcriptional regulator ArgP;hypothetical protein;Hydrogen peroxide-inducible genes activator,18,18,1.0,1,5801,,,,177,1080,925.8333333333334,DHHEPMPN_04380,CBBFEIEG_03727,JAGMMPDK_04398,JCGKDLKP_04388,IJJMJDPO_03103,OPLBPFOJ_03579,PAPKKMNH_02087,EEMOKJNN_03646,JPLAHNLF_03433,DHNKKDKB_03374,EONIFOAI_03648,KPCEIPFN_02902,BLLKJOKP_03406,HALBOOGP_03975,POFILHDL_03330,GOKHHJCB_03588,MFFOPBKH_03665,HGPKINJB_03283
group_2944,,hypothetical protein,18,18,1.0,1,5800,,,,489,489,489.0,DHHEPMPN_02676,CBBFEIEG_00388,JAGMMPDK_03516,JCGKDLKP_01500,IJJMJDPO_03873,OPLBPFOJ_03167,PAPKKMNH_04222,EEMOKJNN_01816,JPLAHNLF_04073,DHNKKDKB_03616,EONIFOAI_02970,KPCEIPFN_03679,BLLKJOKP_04031,HALBOOGP_02632,POFILHDL_02633,GOKHHJCB_02181,MFFOPBKH_04194,HGPKINJB_04238
group_2943,sctC_3;sctC_1,Type 3 secretion system secretin,18,18,1.0,1,5799,,,,567,567,567.0,DHHEPMPN_01171,CBBFEIEG_03847,JAGMMPDK_02140,JCGKDLKP_02959,IJJMJDPO_00916,OPLBPFOJ_00297,PAPKKMNH_01971,EEMOKJNN_00953,JPLAHNLF_02072,DHNKKDKB_00275,EONIFOAI_01753,KPCEIPFN_04799,BLLKJOKP_00317,HALBOOGP_02031,POFILHDL_00275,GOKHHJCB_04687,MFFOPBKH_00349,HGPKINJB_02064
yibF_1,yibF_1,putative GST-like protein YibF,18,18,1.0,1,5798,,,,603,603,603.0,DHHEPMPN_01031,CBBFEIEG_03987,JAGMMPDK_01999,JCGKDLKP_02819,IJJMJDPO_00783,OPLBPFOJ_00430,PAPKKMNH_01830,EEMOKJNN_01086,JPLAHNLF_01932,DHNKKDKB_00129,EONIFOAI_05473,KPCEIPFN_03102,BLLKJOKP_00494,HALBOOGP_03762,POFILHDL_00129,GOKHHJCB_02447,MFFOPBKH_00495,HGPKINJB_02836
gltS_1~~~gltS_2~~~gltS,gltS_1;gltS_2;gltS,Sodium/glutamate symporter,18,21,1.1666666666666667,1,5797,,,,513,1212,1039.2857142857142,DHHEPMPN_05827,CBBFEIEG_05064,JAGMMPDK_05818,JCGKDLKP_05525,IJJMJDPO_05190;IJJMJDPO_05191,OPLBPFOJ_05553;OPLBPFOJ_05552,PAPKKMNH_04640,EEMOKJNN_05581;EEMOKJNN_05582,JPLAHNLF_05825,DHNKKDKB_05455,EONIFOAI_05222,KPCEIPFN_05741,BLLKJOKP_05188,HALBOOGP_06059,POFILHDL_05190,GOKHHJCB_05060,MFFOPBKH_05104,HGPKINJB_04652
pctA_1~~~pctA_2,pctA_1;pctA_2,Methyl-accepting chemotaxis protein PctA,18,18,1.0,1,5796,,,,1953,2148,2115.5,DHHEPMPN_05194,CBBFEIEG_05327,JAGMMPDK_05695,JCGKDLKP_05332,IJJMJDPO_01720,OPLBPFOJ_05443,PAPKKMNH_05376,EEMOKJNN_01233,JPLAHNLF_05043,DHNKKDKB_04960,EONIFOAI_01109,KPCEIPFN_00621,BLLKJOKP_04770,HALBOOGP_00662,POFILHDL_04636,GOKHHJCB_00497,MFFOPBKH_04357,HGPKINJB_01176
group_2942,,hypothetical protein,18,18,1.0,1,5795,,,,138,138,138.0,DHHEPMPN_05152,CBBFEIEG_05674,JAGMMPDK_05457,JCGKDLKP_05290,IJJMJDPO_01677,OPLBPFOJ_01101,PAPKKMNH_05446,EEMOKJNN_01276,JPLAHNLF_05462,DHNKKDKB_05004,EONIFOAI_01066,KPCEIPFN_00664,BLLKJOKP_04812,HALBOOGP_00705,POFILHDL_04592,GOKHHJCB_00454,MFFOPBKH_04401,HGPKINJB_01219
hss,hss;,Homospermidine synthase;hypothetical protein,18,21,1.1666666666666667,1,5794,,,,234,1335,1144.2857142857142,DHHEPMPN_03256,CBBFEIEG_01483,JAGMMPDK_00187,JCGKDLKP_00947,IJJMJDPO_00471,OPLBPFOJ_00742,PAPKKMNH_00187,EEMOKJNN_00471,JPLAHNLF_00701,DHNKKDKB_00927;DHNKKDKB_00926,EONIFOAI_00425,KPCEIPFN_01363,BLLKJOKP_00805,HALBOOGP_00188,POFILHDL_00810;POFILHDL_00811,GOKHHJCB_02643,MFFOPBKH_01053;MFFOPBKH_01054,HGPKINJB_00188
group_2940,,hypothetical protein,18,18,1.0,1,5792,,,,309,309,309.0,DHHEPMPN_03994,CBBFEIEG_04470,JAGMMPDK_03854,JCGKDLKP_02250,IJJMJDPO_02277,OPLBPFOJ_02846,PAPKKMNH_02691,EEMOKJNN_02975,JPLAHNLF_01694,DHNKKDKB_01868,EONIFOAI_04621,KPCEIPFN_04560,BLLKJOKP_02058,HALBOOGP_04599,POFILHDL_01949,GOKHHJCB_04258,MFFOPBKH_01996,HGPKINJB_04407
