qseqid	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	kegg_gene_id	pathway_id	pathway_name
fliY_1	sp|P0AEM9.1|	P0AEM9	RecName: Full=L-cystine-binding protein TcyJ; Short=CBP; AltName: Full=Protein FliY; AltName: Full=Sulfate starvation-induced protein 7; Short=SSI7; Flags: Precursor [Escherichia coli K-12]	35.211	142	9.15e-17	78.2	NA	NA	NA
fliY_2	sp|P45024.1|	P45024	RecName: Full=Probable amino-acid ABC transporter-binding protein HI_1080; Flags: Precursor [Haemophilus influenzae Rd KW20]	30.37	135	1.24e-8	58.2	NA	NA	NA
fliY_3	sp|O34563.1|	O34563	RecName: Full=ABC transporter glutamine-binding protein GlnH; Flags: Precursor [Bacillus subtilis subsp. subtilis str. 168]	30.288	208	1.35e-19	89	NA	NA	NA
fliY_4	sp|P0AEM9.1|	P0AEM9	RecName: Full=L-cystine-binding protein TcyJ; Short=CBP; AltName: Full=Protein FliY; AltName: Full=Sulfate starvation-induced protein 7; Short=SSI7; Flags: Precursor [Escherichia coli K-12]	31.278	227	3.0699999999999996e-31	119	NA	NA	NA
fliY_5	sp|P0AEM9.1|	P0AEM9	RecName: Full=L-cystine-binding protein TcyJ; Short=CBP; AltName: Full=Protein FliY; AltName: Full=Sulfate starvation-induced protein 7; Short=SSI7; Flags: Precursor [Escherichia coli K-12]	65.665	233	7.19e-108	315	NA	NA	NA
fmdA	sp|Q50228.1|	Q50228	RecName: Full=Formamidase; AltName: Full=Formamide amidohydrolase [Methylophilus methylotrophus]	67.413	402	0	534	NA	NA	NA
fmt	sp|Q3KKE6.1|	Q3KKE6	RecName: Full=Methionyl-tRNA formyltransferase [Pseudomonas fluorescens Pf0-1]	92.994	314	0	594	NA	NA	NA
folB	sp|P0AC16.1|	P0AC16	RecName: Full=Dihydroneopterin aldolase; Short=DHNA; AltName: Full=7,8-dihydroneopterin 2'-epimerase; AltName: Full=7,8-dihydroneopterin aldolase; AltName: Full=7,8-dihydroneopterin epimerase; AltName: Full=Dihydroneopterin epimerase [Escherichia coli K-12]	49.565	115	7.6e-27	99	NA	NA	NA
folC	sp|P08192.2|	P08192	RecName: Full=Dihydrofolate synthase/folylpolyglutamate synthase; Short=DHFS / FPGS; AltName: Full=Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase; AltName: Full=Folylpolyglutamate synthetase; AltName: Full=Tetrahydrofolylpolyglutamate synthase [Escherichia coli K-12]	48.219	421	3.75e-100	308	NA	NA	NA
folD	sp|Q3K9W7.1|	Q3K9W7	RecName: Full=Bifunctional protein FolD; Includes: RecName: Full=Methylenetetrahydrofolate dehydrogenase; Includes: RecName: Full=Methenyltetrahydrofolate cyclohydrolase [Pseudomonas fluorescens Pf0-1]	94.346	283	0	548	NA	NA	NA
folE2	sp|C3K4H5.1|	C3K4H5	RecName: Full=GTP cyclohydrolase FolE2 [Pseudomonas [fluorescens] SBW25]	89.933	298	0	551	NA	NA	NA
folE_1	sp|Q884Q3.1|	Q884Q3	RecName: Full=GTP cyclohydrolase 1 2; AltName: Full=GTP cyclohydrolase I 2; Short=GTP-CH-I 2 [Pseudomonas syringae pv. tomato str. DC3000]	95.028	181	3.17e-127	357	NA	NA	NA
folE_2	sp|Q887V1.1|	Q887V1	RecName: Full=GTP cyclohydrolase 1 1; AltName: Full=GTP cyclohydrolase I 1; Short=GTP-CH-I 1 [Pseudomonas syringae pv. tomato str. DC3000]	88.172	186	5.55e-113	322	NA	NA	NA
folE_3	sp|Q88JY1.1|	Q88JY1	RecName: Full=GTP cyclohydrolase 1 2; AltName: Full=GTP cyclohydrolase I 2; Short=GTP-CH-I 2 [Pseudomonas putida KT2440]	85.326	184	2.8e-118	335	NA	NA	NA
folK_1	sp|O66550.1|	O66550	RecName: Full=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase; AltName: Full=6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase; Short=PPPK; AltName: Full=7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase; Short=HPPK [Aquifex aeolicus VF5]	33.103	145	1.12e-14	70.9	NA	NA	NA
folK_2	sp|Q9HV71.1|	Q9HV71	RecName: Full=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase; AltName: Full=6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase; Short=PPPK; AltName: Full=7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase; Short=HPPK [Pseudomonas aeruginosa PAO1]	64.198	162	1.2099999999999998e-52	167	NA	NA	NA
folM	sp|A6T8N3.1|	A6T8N3	RecName: Full=Dihydromonapterin reductase; Short=H(2)-MPt reductase; AltName: Full=Dihydrofolate reductase; Short=DHFR [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	51.073	233	4.37e-75	230	NA	NA	NA
folP	sp|P0AC13.1|	P0AC13	RecName: Full=Dihydropteroate synthase; Short=DHPS; AltName: Full=Dihydropteroate pyrophosphorylase [Escherichia coli K-12]	59.551	267	4.0699999999999995e-96	287	NA	NA	NA
folX	sp|Q9HYG7.1|	Q9HYG7	RecName: Full=Dihydroneopterin triphosphate 2'-epimerase; AltName: Full=D-erythro-7,8-dihydroneopterin triphosphate epimerase [Pseudomonas aeruginosa PAO1]	82.927	123	1.3900000000000001e-58	179	NA	NA	NA
fosA	sp|Q56415.1|	Q56415	RecName: Full=Glutathione transferase FosA; AltName: Full=Fosfomycin resistance protein [Serratia marcescens]	63.235	136	2.67e-49	157	NA	NA	NA
fpr_1	sp|P28901.3|	P28901	RecName: Full=Flavodoxin/ferredoxin--NADP reductase; AltName: Full=Ferredoxin (flavodoxin):NADP(+) oxidoreductase; AltName: Full=Ferredoxin--NADP reductase; Short=FNR; AltName: Full=Flavodoxin--NADP reductase; Short=FLDR [Shigella flexneri]	45.082	244	2.46e-63	201	NA	NA	NA
fpr_2	sp|Q44532.3|	Q44532	RecName: Full=Ferredoxin--NADP reductase; Short=FNR; AltName: Full=NADPH:ferredoxin reductase; AltName: Full=Protein X [Azotobacter vinelandii]	82.239	259	2.67e-161	450	NA	NA	NA
fpuC	sp|Q81LM1.1|	Q81LM1	RecName: Full=Petrobactin import ATP-binding protein FpuC [Bacillus anthracis]	38.261	230	1.7199999999999999e-43	151	NA	NA	NA
fpvA_1	sp|P48632.2|	P48632	RecName: Full=Ferripyoverdine receptor; Flags: Precursor [Pseudomonas aeruginosa PAO1]	38.719	718	2.2599999999999996e-157	479	NA	NA	NA
fpvA_2	sp|P48632.2|	P48632	RecName: Full=Ferripyoverdine receptor; Flags: Precursor [Pseudomonas aeruginosa PAO1]	67.485	815	0	1122	NA	NA	NA
frc	sp|A0A2I6PIZ1.1|	A0A2I6PIZ1	RecName: Full=Acetyl-coenzyme A transferase nodX; AltName: Full=Nodulisporic acid biosynthesis cluster protein X [Hypoxylon pulicicidum]	35.176	199	8.2e-25	110	NA	NA	NA
frmA	sp|P73138.1|	P73138	RecName: Full=S-(hydroxymethyl)glutathione dehydrogenase; AltName: Full=Alcohol dehydrogenase class-3; AltName: Full=Alcohol dehydrogenase class-III; AltName: Full=Glutathione-dependent formaldehyde dehydrogenase; Short=FALDH; Short=FDH; Short=GSH-FDH [Synechocystis sp. PCC 6803 substr. Kazusa]	73.442	369	0	553	NA	NA	NA
frmR	sp|P55757.1|	P55757	RecName: Full=Uncharacterized protein in bioA 5'region [Serratia marcescens]	40.659	91	1.67e-19	78.6	NA	NA	NA
frr	sp|C3K5Z8.1|	C3K5Z8	RecName: Full=Ribosome-recycling factor; Short=RRF; AltName: Full=Ribosome-releasing factor [Pseudomonas [fluorescens] SBW25]	95.676	185	9.549999999999999e-128	359	NA	NA	NA
fruA	sp|Q9KM72.1|	Q9KM72	RecName: Full=PTS system fructose-specific EIIB'BC component; Includes: RecName: Full=PTS system fructose-specific EIIB component; AltName: Full=EIII-Fru; AltName: Full=Fructose-specific phosphotransferase enzyme IIB component; Includes: RecName: Full=PTS system fructose-specific EIIC component; AltName: Full=Fructose permease IIC component [Vibrio cholerae O1 biovar El Tor str. N16961]	59.227	569	8.65e-170	497	NA	NA	NA
fsr	sp|P52067.1|	P52067	RecName: Full=Fosmidomycin resistance protein [Escherichia coli K-12]	60.053	378	2.49e-127	375	NA	NA	NA
ftsA	sp|P47203.2|	P47203	RecName: Full=Cell division protein FtsA [Pseudomonas aeruginosa PAO1]	90.714	420	0	728	NA	NA	NA
ftsB	sp|Q9HXZ6.1|	Q9HXZ6	RecName: Full=Cell division protein FtsB [Pseudomonas aeruginosa PAO1]	80.435	92	6.2599999999999994e-37	122	NA	NA	NA
ftsE	sp|P0A9R7.1|	P0A9R7	RecName: Full=Cell division ATP-binding protein FtsE [Escherichia coli K-12]	54.378	217	1.1e-81	246	NA	NA	NA
ftsH_1	sp|P63343.1|	P63343	RecName: Full=ATP-dependent zinc metalloprotease FtsH [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	66.932	629	0	778	NA	NA	NA
ftsH_2	sp|P55530.1|	P55530	RecName: Full=Uncharacterized AAA family ATPase y4kL [Sinorhizobium fredii NGR234]	32.267	344	4.7e-44	157	NA	NA	NA
ftsI	sp|G3XD46.1|	G3XD46	RecName: Full=Peptidoglycan D,D-transpeptidase FtsI; AltName: Full=Penicillin-binding protein 3; Short=PBP-3 [Pseudomonas aeruginosa PAO1]	78.815	557	0	894	NA	NA	NA
ftsK	sp|Q9Z3U1.1|	Q9Z3U1	RecName: Full=DNA translocase FtsK [Pseudomonas syringae pv. syringae B728a]	88.369	791	0	1388	NA	NA	NA
ftsL	sp|Q9HVZ6.1|	Q9HVZ6	RecName: Full=Cell division protein FtsL [Pseudomonas aeruginosa PAO1]	76.289	97	2.15e-39	129	NA	NA	NA
ftsQ	sp|G3XDA7.1|	G3XDA7	RecName: Full=Cell division protein FtsQ [Pseudomonas aeruginosa PAO1]	74.101	278	1.29e-135	387	NA	NA	NA
ftsW	sp|C3KCS9.1|	C3KCS9	RecName: Full=Probable peptidoglycan glycosyltransferase FtsW; Short=PGT; AltName: Full=Cell division protein FtsW; AltName: Full=Cell wall polymerase; AltName: Full=Peptidoglycan polymerase; Short=PG polymerase [Pseudomonas [fluorescens] SBW25]	95.062	405	0	624	NA	NA	NA
ftsX	sp|Q9R9Y4.1|	Q9R9Y4	RecName: Full=Cell division protein FtsX [Pseudomonas putida]	82.991	341	4.79e-164	464	NA	NA	NA
ftsY	sp|P10121.1|	P10121	RecName: Full=Signal recognition particle receptor FtsY; Short=SRP receptor [Escherichia coli K-12]	68.852	305	3.1999999999999997e-137	407	NA	NA	NA
ftsZ	sp|Q59692.3|	Q59692	RecName: Full=Cell division protein FtsZ [Pseudomonas putida KT2440]	91.771	401	0	640	NA	NA	NA
fucA_1	sp|Q8GHB1.1|	Q8GHB1	RecName: Full=4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase; AltName: Full=Bifunctional non-heme iron oxygenase; AltName: Full=Clorobiocin biosynthesis protein CloR [Streptomyces roseochromogenus subsp. oscitans]	31.472	197	2.34e-16	79.7	NA	NA	NA
fucA_2	sp|Q9HYH5.1|	Q9HYH5	RecName: Full=Putative aldolase class 2 protein PA3430 [Pseudomonas aeruginosa PAO1]	83.133	249	5.089999999999999e-158	442	NA	NA	NA
fucP	sp|P11551.3|	P11551	RecName: Full=L-fucose-proton symporter; AltName: Full=6-deoxy-L-galactose permease; AltName: Full=L-fucose permease; AltName: Full=L-fucose-H(+) symport protein [Escherichia coli K-12]	40	410	5.46e-92	288	NA	NA	NA
fumA	sp|P40720.3|	P40720	RecName: Full=Fumarate hydratase class I, aerobic; AltName: Full=Fumarase A; AltName: Full=Oxaloacetate keto--enol-isomerase; Short=OAAKE isomerase; AltName: Full=Oxaloacetate tautomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	34.071	452	4.22e-52	189	NA	NA	NA
fumC_1	sp|Q885V0.1|	Q885V0	RecName: Full=Fumarate hydratase class II; Short=Fumarase C; AltName: Full=Aerobic fumarase; AltName: Full=Iron-independent fumarase [Pseudomonas syringae pv. tomato str. DC3000]	88.069	461	0	788	NA	NA	NA
fumC_2	sp|Q51404.1|	Q51404	RecName: Full=Fumarate hydratase class II 2; Short=Fumarase C 2; AltName: Full=Aerobic fumarase 2; AltName: Full=Iron-independent fumarase 2 [Pseudomonas aeruginosa PAO1]	76.856	458	0	653	NA	NA	NA
fur	sp|O68563.1|	O68563	RecName: Full=Ferric uptake regulation protein; Short=Ferric uptake regulator [Pseudomonas fluorescens]	97.561	123	2.87e-84	245	NA	NA	NA
fusA	sp|C3K2X9.1|	C3K2X9	RecName: Full=Elongation factor G; Short=EF-G [Pseudomonas [fluorescens] SBW25]	100	701	0	1406	NA	NA	NA
gabD	sp|P46562.2|	P46562	RecName: Full=Putative aldehyde dehydrogenase family 7 member A1 homolog; AltName: Full=ALH-9 [Caenorhabditis elegans]	53.782	476	1.47e-154	453	NA	NA	NA
gabD1~~~aldh	sp|O32507.1|	O32507	RecName: Full=Succinate-semialdehyde dehydrogenase [NADP(+)]; Short=SSDH [Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539]	48.222	450	2.3799999999999998e-150	440	NA	NA	NA
gabP_1	sp|O34618.1|	O34618	RecName: Full=Uncharacterized amino acid permease YtnA [Bacillus subtilis subsp. subtilis str. 168]	38.445	463	4.3e-109	333	NA	NA	NA
gabP_2	sp|P25527.1|	P25527	RecName: Full=Gamma-aminobutyric acid permease; Short=GABA permease; AltName: Full=4-aminobutyrate carrier; AltName: Full=4-aminobutyrate permease; AltName: Full=Gamma-aminobutyrate permease [Escherichia coli K-12]	67.873	442	0	540	NA	NA	NA
gabR_1	sp|P49309.1|	P49309	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]	36.456	491	3.29e-76	251	NA	NA	NA
gabR_3	sp|P49309.1|	P49309	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]	34.874	476	3.05e-88	282	NA	NA	NA
gabR_3~~~gabR_2	sp|P49309.1|	P49309	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]	35.794	447	4.99e-77	252	NA	NA	NA
gacA	sp|P32967.1|	P32967	RecName: Full=Response regulator GacA; AltName: Full=Global activator; AltName: Full=Global antibiotic and cyanide control protein [Pseudomonas protegens CHA0]	94.301	193	1.6099999999999998e-130	368	NA	NA	NA
gadA	sp|Q5E5Y7.1|	Q5E5Y7	RecName: Full=Glutamate decarboxylase [Aliivibrio fischeri ES114]	60.129	464	0	615	NA	NA	NA
gamP	sp|O34521.1|	O34521	RecName: Full=PTS system N-acetylglucosamine-specific EIICB component; AltName: Full=EIICB-Nag; Includes: RecName: Full=N-acetylglucosamine permease IIC component; AltName: Full=PTS system N-acetylglucosamine-specific EIIC component; Includes: RecName: Full=N-acetylglucosamine-specific phosphotransferase enzyme IIB component; AltName: Full=PTS system N-acetylglucosamine-specific EIIB component [Bacillus subtilis subsp. subtilis str. 168]	51.415	424	1.7099999999999999e-118	361	NA	NA	NA
gap2	sp|Q02PG5.1|	Q02PG5	RecName: Full=Glyceraldehyde-3-phosphate dehydrogenase-like protein [Pseudomonas aeruginosa UCBPP-PA14]	87.636	461	0	800	NA	NA	NA
gapA	sp|P27726.3|	P27726	RecName: Full=Glyceraldehyde-3-phosphate dehydrogenase; Short=GAPDH; AltName: Full=NAD-dependent glyceraldehyde-3-phosphate dehydrogenase [Pseudomonas aeruginosa PAO1]	77.846	325	0	540	NA	NA	NA
gapN	sp|Q9SNX8.1|	Q9SNX8	RecName: Full=NADP-dependent glyceraldehyde-3-phosphate dehydrogenase; AltName: Full=Glyceraldehyde-3-phosphate dehydrogenase [NADP(+)]; AltName: Full=Non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase; AltName: Full=Triosephosphate dehydrogenase; AltName: Full=nr-G3PDH [Apium graveolens]	31.106	434	1.11e-58	206	NA	NA	NA
garB	sp|P23189.1|	P23189	RecName: Full=Glutathione reductase; Short=GR; Short=GRase [Pseudomonas aeruginosa PAO1]	82.405	449	0	728	NA	NA	NA
garD	sp|P42240.3|	P42240	RecName: Full=Probable galactarate dehydratase (L-threo-forming); Short=GalcD [Bacillus subtilis subsp. subtilis str. 168]	65.029	509	0	697	NA	NA	NA
garK	sp|P44507.1|	P44507	RecName: Full=Glycerate kinase [Haemophilus influenzae Rd KW20]	51.206	373	1.52e-113	338	NA	NA	NA
gatA~~~gatA_1	sp|C3K6Y4.1|	C3K6Y4	RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit A; Short=Glu-ADT subunit A [Pseudomonas [fluorescens] SBW25]	98.344	483	0	932	NA	NA	NA
gatB	sp|C3K6Y3.1|	C3K6Y3	RecName: Full=Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B; Short=Asp/Glu-ADT subunit B [Pseudomonas [fluorescens] SBW25]	96.881	481	0	964	NA	NA	NA
gatC	sp|C3K6Y5.1|	C3K6Y5	RecName: Full=Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C; Short=Asp/Glu-ADT subunit C [Pseudomonas [fluorescens] SBW25]	95.789	95	1.31e-60	182	NA	NA	NA
gbpA	sp|P9WEM3.1|	P9WEM3	RecName: Full=AA10 family lytic polysaccharide monooxygenase CBP21; Short=LPMO CBP21; Flags: Precursor [Serratia marcescens]	34.146	205	6.63e-22	91.7	NA	NA	NA
gbsA	sp|Q9STS1.1|	Q9STS1	RecName: Full=Aminoaldehyde dehydrogenase ALDH10A9, peroxisomal; AltName: Full=4-trimethylammoniobutyraldehyde dehydrogenase ALDH10A9; AltName: Full=Aldehyde dehydrogenase family 10 member A9; AltName: Full=Aminobutyraldehyde dehydrogenase ALDH10A9; AltName: Full=Betaine aldehyde dehydrogenase ALDH10A9; AltName: Full=Gamma-guanidinobutyraldehyde dehydrogenase ALDH10A8 [Arabidopsis thaliana]	46.862	478	5.73e-144	425	NA	NA	NA
gbuA	sp|Q9I3S3.1|	Q9I3S3	RecName: Full=Guanidinobutyrase [Pseudomonas aeruginosa PAO1]	90.282	319	0	592	NA	NA	NA
gcd	sp|P05465.1|	P05465	RecName: Full=Quinoprotein glucose dehydrogenase A; AltName: Full=GDH-A; AltName: Full=Glucose dehydrogenase A [pyrroloquinoline-quinone]; AltName: Full=Quinoprotein glucose DH; Flags: Precursor [Acinetobacter calcoaceticus]	49.333	750	0	674	NA	NA	NA
gcl	sp|P0AEP7.2|	P0AEP7	RecName: Full=Glyoxylate carboligase; AltName: Full=Tartronate-semialdehyde synthase [Escherichia coli K-12]	72.881	590	0	935	NA	NA	NA
gcvA_1	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	33.898	295	2.24e-42	151	NA	NA	NA
gcvA_10	sp|P45099.1|	P45099	RecName: Full=Glycine cleavage system transcriptional activator homolog [Haemophilus influenzae Rd KW20]	30.976	297	4.98e-34	129	NA	NA	NA
gcvA_11	sp|P14145.1|	P14145	RecName: Full=HTH-type transcriptional activator AmpR [Rhodobacter capsulatus]	33.446	296	1.7599999999999998e-32	125	NA	NA	NA
gcvA_11~~~gcvA_9	sp|P45099.1|	P45099	RecName: Full=Glycine cleavage system transcriptional activator homolog [Haemophilus influenzae Rd KW20]	31.507	292	2.8999999999999996e-37	137	NA	NA	NA
gcvA_12	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	33.447	293	1.1999999999999999e-52	177	NA	NA	NA
gcvA_2	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	35.135	296	4.07e-49	168	NA	NA	NA
gcvA_4	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	32.051	312	8.92e-40	144	NA	NA	NA
gcvA_6	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	35.517	290	6.069999999999999e-55	184	NA	NA	NA
gcvA_6~~~gcvA_3	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	33.219	292	1.2499999999999998e-42	151	NA	NA	NA
gcvA_7	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	35.862	290	5.65e-48	165	NA	NA	NA
gcvA_8	sp|P0A9F6.1|	P0A9F6	RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator [Escherichia coli K-12]	31.119	286	6.62e-33	125	NA	NA	NA
gcvH_1	sp|Q88CI8.1|	Q88CI8	RecName: Full=Glycine cleavage system H protein 2 [Pseudomonas putida KT2440]	81.102	127	2.75e-70	209	NA	NA	NA
gcvH_2	sp|Q88P64.1|	Q88P64	RecName: Full=Glycine cleavage system H protein 1 [Pseudomonas putida KT2440]	86.614	127	7e-76	223	NA	NA	NA
gcvP	sp|C3JYR1.1|	C3JYR1	RecName: Full=Glycine dehydrogenase (decarboxylating); AltName: Full=Glycine cleavage system P-protein; AltName: Full=Glycine decarboxylase; AltName: Full=Glycine dehydrogenase (aminomethyl-transferring) [Pseudomonas [fluorescens] SBW25]	97.674	946	0	1763	NA	NA	NA
gcvT_1	sp|Q88AS0.1|	Q88AS0	RecName: Full=Aminomethyltransferase; AltName: Full=Glycine cleavage system T protein [Pseudomonas syringae pv. tomato str. DC3000]	81.944	360	0	578	NA	NA	NA
gcvT_2	sp|Q54DD3.1|	Q54DD3	RecName: Full=Aminomethyltransferase, mitochondrial; AltName: Full=Glycine cleavage system T protein; Short=GCVT; Flags: Precursor [Dictyostelium discoideum]	45.103	388	6.32e-108	325	NA	NA	NA
gdh	sp|Q9X248.1|	Q9X248	RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase FabG; AltName: Full=3-ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-Ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-ketoacyl-ACP reductase [Thermotoga maritima MSB8]	40.637	251	3.1e-51	170	NA	NA	NA
gdhA	sp|P15111.2|	P15111	RecName: Full=NADP-specific glutamate dehydrogenase; Short=NADP-GDH [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	66.742	442	0	631	NA	NA	NA
gdhB	sp|Q9HZE0.1|	Q9HZE0	RecName: Full=NAD-specific glutamate dehydrogenase; Short=NAD-GDH; AltName: Full=NAD(+)-dependent glutamate dehydrogenase [Pseudomonas aeruginosa PAO1]	82.859	1616	0	2697	NA	NA	NA
gdhI_1	sp|P12310.2|	P12310	RecName: Full=Glucose 1-dehydrogenase [Bacillus subtilis subsp. subtilis str. 168]	42.424	231	2.15e-60	194	NA	NA	NA
gdhI_2	sp|Q51576.1|	Q51576	RecName: Full=Uncharacterized oxidoreductase PA3106 [Pseudomonas aeruginosa PAO1]	76.829	246	4.0199999999999995e-112	325	NA	NA	NA
gdx	sp|Q8FAL8.2|	Q8FAL8	RecName: Full=Guanidinium exporter [Escherichia coli CFT073]	63.107	103	7.65e-28	100	NA	NA	NA
gdx_2	sp|Q7MZY0.1|	Q7MZY0	RecName: Full=Guanidinium exporter [Photorhabdus laumondii subsp. laumondii TTO1]	65.385	104	3.16e-26	96.3	NA	NA	NA
ggt_1	sp|P36267.1|	P36267	RecName: Full=Glutathione hydrolase proenzyme; AltName: Full=Gamma-glutamyltranspeptidase proenzyme; Contains: RecName: Full=Glutathione hydrolase large chain; Contains: RecName: Full=Glutathione hydrolase small chain; Flags: Precursor [Pseudomonas sp. A14]	81.043	575	0	913	NA	NA	NA
ggt_2	sp|P54422.1|	P54422	RecName: Full=Glutathione hydrolase proenzyme; AltName: Full=Gamma-glutamyltranspeptidase proenzyme; Contains: RecName: Full=Glutathione hydrolase large chain; Contains: RecName: Full=Glutathione hydrolase small chain; Flags: Precursor [Bacillus subtilis subsp. subtilis str. 168]	34.744	567	3.36e-79	264	NA	NA	NA
ghrA_1	sp|Q7N571.1|	Q7N571	RecName: Full=Glyoxylate/hydroxypyruvate reductase A; AltName: Full=2-ketoacid reductase [Photorhabdus laumondii subsp. laumondii TTO1]	31.651	218	6.29e-28	113	NA	NA	NA
ghrA_2	sp|Q9X1C1.1|	Q9X1C1	RecName: Full=Hydroxypyruvate reductase; Short=HPR [Thermotoga maritima MSB8]	32.883	222	1.13e-20	93.6	NA	NA	NA
ghrB_1	sp|A8G7S7.1|	A8G7S7	RecName: Full=Glyoxylate/hydroxypyruvate reductase B [Serratia proteamaculans 568]	49.691	324	1.1e-105	315	NA	NA	NA
ghrB_2	sp|B7LTG7.1|	B7LTG7	RecName: Full=Glyoxylate/hydroxypyruvate reductase B [Escherichia fergusonii ATCC 35469]	60.185	324	9.869999999999998e-133	383	NA	NA	NA
glaR	sp|P54988.2|	P54988	RecName: Full=Nta operon transcriptional regulator [Aminobacter aminovorans]	33.88	183	3.09e-14	72.4	NA	NA	NA
glcA	sp|Q46839.1|	Q46839	RecName: Full=Glycolate permease GlcA [Escherichia coli K-12]	76.554	563	0	699	NA	NA	NA
glcB	sp|O05137.1|	O05137	RecName: Full=Malate synthase G [Pseudomonas fluorescens]	97.379	725	0	1406	NA	NA	NA
glcB_2	sp|Q87Z72.1|	Q87Z72	RecName: Full=Malate synthase G 2 [Pseudomonas syringae pv. tomato str. DC3000]	70.718	724	0	1022	NA	NA	NA
