qseqid	sseqid	stitle	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	uniprot_acc	uniprot_full
flgD	sp|P75936.1|	RecName: Full=Basal-body rod modification protein FlgD [Escherichia coli K-12]	41.463	164	87	2	136	603	32	194	1.77e-20	89.7	P75936	P75936.1
flgE	sp|P75937.3|	RecName: Full=Flagellar hook protein FlgE [Escherichia coli K-12]	35.697	423	232	8	1	1260	1	386	4.16e-63	212	P75937	P75937.3
flgF	sp|P75938.1|	RecName: Full=Flagellar basal-body rod protein FlgF; AltName: Full=Putative proximal rod protein [Escherichia coli K-12]	39.683	252	145	2	1	738	1	251	5.3e-44	151	P75938	P75938.1
flgG	sp|P0A1J3.1|	RecName: Full=Flagellar basal-body rod protein FlgG; AltName: Full=Distal rod protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	58.301	259	108	0	1	777	1	259	6.349999999999999e-106	310	P0A1J3	P0A1J3.1
flgH	sp|C3K0W0.1|	RecName: Full=Flagellar L-ring protein; AltName: Full=Basal body L-ring protein; Flags: Precursor [Pseudomonas [fluorescens] SBW25]	96.97	231	7	0	1	693	1	231	8.13e-164	454	C3K0W0	C3K0W0.1
flgI	sp|Q4KG91.2|	RecName: Full=Flagellar P-ring protein; AltName: Full=Basal body P-ring protein; Flags: Precursor [Pseudomonas protegens Pf-5]	96.467	368	13	0	1	1104	2	369	0	644	Q4KG91	Q4KG91.2
flhA	sp|P76298.1|	RecName: Full=Flagellar biosynthesis protein FlhA [Escherichia coli K-12]	53.253	661	287	4	148	2121	49	690	0	557	P76298	P76298.1
flhB_1	sp|P40727.1|	RecName: Full=Flagellar biosynthetic protein FlhB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	41.226	359	210	1	1	1077	1	358	1.5200000000000001e-77	246	P40727	P40727.1
flhB_2	sp|O34867.1|	RecName: Full=Uncharacterized protein YlqH [Bacillus subtilis subsp. subtilis str. 168]	45.882	85	44	1	1	249	1	85	5.52e-17	72.8	O34867	O34867.1
flhF	sp|O52256.1|	RecName: Full=Flagellar biosynthesis protein FlhF; AltName: Full=Flagella-associated GTP-binding protein [Pseudomonas putida]	86.56	439	56	3	1	1314	1	437	0	731	O52256	O52256.1
fliA	sp|P29248.1|	RecName: Full=RNA polymerase sigma factor FliA; AltName: Full=RNA polymerase sigma factor for flagellar operon; AltName: Full=Sigma F; AltName: Full=Sigma-28 [Pseudomonas aeruginosa PAO1]	83.197	244	39	2	7	735	4	246	1.32e-142	402	P29248	P29248.1
fliC	sp|P72151.2|	RecName: Full=B-type flagellin [Pseudomonas aeruginosa PAO1]	56.656	323	125	4	1	945	1	316	1.08e-73	243	P72151	P72151.2
fliD	sp|O33421.1|	RecName: Full=A-type flagellar hook-associated protein 2; Short=HAP2; AltName: Full=Filament cap protein; AltName: Full=Flagellar cap protein [Pseudomonas aeruginosa]	33.962	477	259	11	13	1350	6	457	2.68e-59	205	O33421	O33421.1
fliE	sp|C3K0U6.1|	RecName: Full=Flagellar hook-basal body complex protein FliE [Pseudomonas [fluorescens] SBW25]	98.165	109	2	0	1	327	1	109	1.72e-72	213	C3K0U6	C3K0U6.1
fliF	sp|Q51463.2|	RecName: Full=Flagellar M-ring protein [Pseudomonas aeruginosa PAO1]	74.667	600	141	6	1	1773	1	598	0	795	Q51463	Q51463.2
fliG	sp|Q51464.2|	RecName: Full=Flagellar motor switch protein FliG [Pseudomonas aeruginosa PAO1]	88.166	338	40	0	1	1014	1	338	0	612	Q51464	Q51464.2
fliI	sp|Q9I4N1.1|	RecName: Full=Flagellum-specific ATP synthase [Pseudomonas aeruginosa PAO1]	87.248	447	57	0	1	1341	1	447	0	783	Q9I4N1	Q9I4N1.1
fliJ	sp|P52613.2|	RecName: Full=Flagellar FliJ protein [Escherichia coli K-12]	30.714	140	97	0	25	444	7	146	4.68e-11	60.5	P52613	P52613.2
fliM	sp|Q51465.2|	RecName: Full=Flagellar motor switch protein FliM [Pseudomonas aeruginosa PAO1]	89.097	321	35	0	1	963	1	321	0	588	Q51465	Q51465.2
fliN	sp|Q51466.2|	RecName: Full=Flagellar motor switch protein FliN [Pseudomonas aeruginosa PAO1]	86.792	106	14	0	148	465	52	157	1.24e-57	179	Q51466	Q51466.2
fliP_1	sp|Q51468.2|	RecName: Full=Flagellar biosynthetic protein FliP [Pseudomonas aeruginosa PAO1]	84.163	221	35	0	79	741	35	255	6.379999999999999e-130	370	Q51468	Q51468.2
fliP_2	sp|Q60236.1|	RecName: Full=Harpin secretion protein HrpW [Pseudomonas syringae pv. syringae]	72.917	192	52	0	76	651	17	208	1.8399999999999998e-88	262	Q60236	Q60236.1
fliQ	sp|Q8KA36.1|	RecName: Full=Flagellar biosynthetic protein FliQ [Buchnera aphidicola str. Sg (Schizaphis graminum)]	39.773	88	53	0	1	264	1	88	2.01e-15	68.2	Q8KA36	Q8KA36.1
fliR	sp|P34202.1|	RecName: Full=Flagellar biosynthetic protein FliR; AltName: Full=Flagellar biosynthetic protein MopE [Pectobacterium carotovorum subsp. carotovorum]	38.71	217	131	2	40	687	11	226	3.34e-36	132	P34202	P34202.1
fliS	sp|Q9I4N6.1|	RecName: Full=Flagellar secretion chaperone FliSB; AltName: Full=B-type flagellar protein FliS [Pseudomonas aeruginosa PAO1]	51.969	127	59	1	1	381	1	125	1.21e-34	119	Q9I4N6	Q9I4N6.1
fliY_1	sp|P0AEM9.1|	RecName: Full=L-cystine-binding protein TcyJ; Short=CBP; AltName: Full=Protein FliY; AltName: Full=Sulfate starvation-induced protein 7; Short=SSI7; Flags: Precursor [Escherichia coli K-12]	35.211	142	87	4	64	483	33	171	9.15e-17	78.2	P0AEM9	P0AEM9.1
fliY_2	sp|P45024.1|	RecName: Full=Probable amino-acid ABC transporter-binding protein HI_1080; Flags: Precursor [Haemophilus influenzae Rd KW20]	30.37	135	91	3	106	504	36	169	1.24e-8	58.2	P45024	P45024.1
fliY_3	sp|O34563.1|	RecName: Full=ABC transporter glutamine-binding protein GlnH; Flags: Precursor [Bacillus subtilis subsp. subtilis str. 168]	30.288	208	137	6	160	774	67	269	1.35e-19	89	O34563	O34563.1
fliY_4	sp|P0AEM9.1|	RecName: Full=L-cystine-binding protein TcyJ; Short=CBP; AltName: Full=Protein FliY; AltName: Full=Sulfate starvation-induced protein 7; Short=SSI7; Flags: Precursor [Escherichia coli K-12]	31.278	227	149	3	94	768	39	260	3.0699999999999996e-31	119	P0AEM9	P0AEM9.1
fliY_5	sp|P0AEM9.1|	RecName: Full=L-cystine-binding protein TcyJ; Short=CBP; AltName: Full=Protein FliY; AltName: Full=Sulfate starvation-induced protein 7; Short=SSI7; Flags: Precursor [Escherichia coli K-12]	65.665	233	79	1	97	792	34	266	7.19e-108	315	P0AEM9	P0AEM9.1
fmdA	sp|Q50228.1|	RecName: Full=Formamidase; AltName: Full=Formamide amidohydrolase [Methylophilus methylotrophus]	67.413	402	130	1	7	1209	2	403	0	534	Q50228	Q50228.1
fmt	sp|Q3KKE6.1|	RecName: Full=Methionyl-tRNA formyltransferase [Pseudomonas fluorescens Pf0-1]	92.994	314	22	0	1	942	1	314	0	594	Q3KKE6	Q3KKE6.1
folB	sp|P0AC16.1|	RecName: Full=Dihydroneopterin aldolase; Short=DHNA; AltName: Full=7,8-dihydroneopterin 2'-epimerase; AltName: Full=7,8-dihydroneopterin aldolase; AltName: Full=7,8-dihydroneopterin epimerase; AltName: Full=Dihydroneopterin epimerase [Escherichia coli K-12]	49.565	115	58	0	1	345	1	115	7.6e-27	99	P0AC16	P0AC16.1
folC	sp|P08192.2|	RecName: Full=Dihydrofolate synthase/folylpolyglutamate synthase; Short=DHFS / FPGS; AltName: Full=Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase; AltName: Full=Folylpolyglutamate synthetase; AltName: Full=Tetrahydrofolylpolyglutamate synthase [Escherichia coli K-12]	48.219	421	203	6	16	1275	13	419	3.75e-100	308	P08192	P08192.2
folD	sp|Q3K9W7.1|	RecName: Full=Bifunctional protein FolD; Includes: RecName: Full=Methylenetetrahydrofolate dehydrogenase; Includes: RecName: Full=Methenyltetrahydrofolate cyclohydrolase [Pseudomonas fluorescens Pf0-1]	94.346	283	16	0	1	849	1	283	0	548	Q3K9W7	Q3K9W7.1
folE2	sp|C3K4H5.1|	RecName: Full=GTP cyclohydrolase FolE2 [Pseudomonas [fluorescens] SBW25]	89.933	298	30	0	1	894	1	298	0	551	C3K4H5	C3K4H5.1
folE_1	sp|Q884Q3.1|	RecName: Full=GTP cyclohydrolase 1 2; AltName: Full=GTP cyclohydrolase I 2; Short=GTP-CH-I 2 [Pseudomonas syringae pv. tomato str. DC3000]	95.028	181	9	0	1	543	1	181	3.17e-127	357	Q884Q3	Q884Q3.1
folE_2	sp|Q887V1.1|	RecName: Full=GTP cyclohydrolase 1 1; AltName: Full=GTP cyclohydrolase I 1; Short=GTP-CH-I 1 [Pseudomonas syringae pv. tomato str. DC3000]	88.172	186	22	0	1	558	1	186	5.55e-113	322	Q887V1	Q887V1.1
folE_3	sp|Q88JY1.1|	RecName: Full=GTP cyclohydrolase 1 2; AltName: Full=GTP cyclohydrolase I 2; Short=GTP-CH-I 2 [Pseudomonas putida KT2440]	85.326	184	27	0	1	552	1	184	2.8e-118	335	Q88JY1	Q88JY1.1
folK_1	sp|O66550.1|	RecName: Full=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase; AltName: Full=6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase; Short=PPPK; AltName: Full=7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase; Short=HPPK [Aquifex aeolicus VF5]	33.103	145	94	3	7	432	1	145	1.12e-14	70.9	O66550	O66550.1
folK_2	sp|Q9HV71.1|	RecName: Full=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase; AltName: Full=6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase; Short=PPPK; AltName: Full=7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase; Short=HPPK [Pseudomonas aeruginosa PAO1]	64.198	162	56	2	1	483	2	162	1.2099999999999998e-52	167	Q9HV71	Q9HV71.1
folM	sp|A6T8N3.1|	RecName: Full=Dihydromonapterin reductase; Short=H(2)-MPt reductase; AltName: Full=Dihydrofolate reductase; Short=DHFR [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	51.073	233	111	2	19	708	8	240	4.37e-75	230	A6T8N3	A6T8N3.1
folP	sp|P0AC13.1|	RecName: Full=Dihydropteroate synthase; Short=DHPS; AltName: Full=Dihydropteroate pyrophosphorylase [Escherichia coli K-12]	59.551	267	108	0	49	849	10	276	4.0699999999999995e-96	287	P0AC13	P0AC13.1
folX	sp|Q9HYG7.1|	RecName: Full=Dihydroneopterin triphosphate 2'-epimerase; AltName: Full=D-erythro-7,8-dihydroneopterin triphosphate epimerase [Pseudomonas aeruginosa PAO1]	82.927	123	21	0	1	369	1	123	1.3900000000000001e-58	179	Q9HYG7	Q9HYG7.1
fosA	sp|Q56415.1|	RecName: Full=Glutathione transferase FosA; AltName: Full=Fosfomycin resistance protein [Serratia marcescens]	63.235	136	48	1	1	402	1	136	2.67e-49	157	Q56415	Q56415.1
fpr_1	sp|P28901.3|	RecName: Full=Flavodoxin/ferredoxin--NADP reductase; AltName: Full=Ferredoxin (flavodoxin):NADP(+) oxidoreductase; AltName: Full=Ferredoxin--NADP reductase; Short=FNR; AltName: Full=Flavodoxin--NADP reductase; Short=FLDR [Shigella flexneri]	45.082	244	126	4	46	774	12	248	2.46e-63	201	P28901	P28901.3
fpr_2	sp|Q44532.3|	RecName: Full=Ferredoxin--NADP reductase; Short=FNR; AltName: Full=NADPH:ferredoxin reductase; AltName: Full=Protein X [Azotobacter vinelandii]	82.239	259	45	1	1	777	1	258	2.67e-161	450	Q44532	Q44532.3
fpuC	sp|Q81LM1.1|	RecName: Full=Petrobactin import ATP-binding protein FpuC [Bacillus anthracis]	38.261	230	138	1	58	735	12	241	1.7199999999999999e-43	151	Q81LM1	Q81LM1.1
fpvA_1	sp|P48632.2|	RecName: Full=Ferripyoverdine receptor; Flags: Precursor [Pseudomonas aeruginosa PAO1]	38.719	718	399	10	103	2220	125	813	2.2599999999999996e-157	479	P48632	P48632.2
fpvA_2	sp|P48632.2|	RecName: Full=Ferripyoverdine receptor; Flags: Precursor [Pseudomonas aeruginosa PAO1]	67.485	815	263	2	1	2439	1	815	0	1122	P48632	P48632.2
frc	sp|A0A2I6PIZ1.1|	RecName: Full=Acetyl-coenzyme A transferase nodX; AltName: Full=Nodulisporic acid biosynthesis cluster protein X [Hypoxylon pulicicidum]	35.176	199	118	5	571	1149	261	454	8.2e-25	110	A0A2I6PIZ1	A0A2I6PIZ1.1
frmA	sp|P73138.1|	RecName: Full=S-(hydroxymethyl)glutathione dehydrogenase; AltName: Full=Alcohol dehydrogenase class-3; AltName: Full=Alcohol dehydrogenase class-III; AltName: Full=Glutathione-dependent formaldehyde dehydrogenase; Short=FALDH; Short=FDH; Short=GSH-FDH [Synechocystis sp. PCC 6803 substr. Kazusa]	73.442	369	98	0	4	1110	1	369	0	553	P73138	P73138.1
frmR	sp|P55757.1|	RecName: Full=Uncharacterized protein in bioA 5'region [Serratia marcescens]	40.659	91	54	0	1	273	1	91	1.67e-19	78.6	P55757	P55757.1
frr	sp|C3K5Z8.1|	RecName: Full=Ribosome-recycling factor; Short=RRF; AltName: Full=Ribosome-releasing factor [Pseudomonas [fluorescens] SBW25]	95.676	185	8	0	1	555	1	185	9.549999999999999e-128	359	C3K5Z8	C3K5Z8.1
fruA	sp|Q9KM72.1|	RecName: Full=PTS system fructose-specific EIIB'BC component; Includes: RecName: Full=PTS system fructose-specific EIIB component; AltName: Full=EIII-Fru; AltName: Full=Fructose-specific phosphotransferase enzyme IIB component; Includes: RecName: Full=PTS system fructose-specific EIIC component; AltName: Full=Fructose permease IIC component [Vibrio cholerae O1 biovar El Tor str. N16961]	59.227	569	222	4	1	1677	3	571	8.65e-170	497	Q9KM72	Q9KM72.1
fsr	sp|P52067.1|	RecName: Full=Fosmidomycin resistance protein [Escherichia coli K-12]	60.053	378	151	0	70	1203	26	403	2.49e-127	375	P52067	P52067.1
ftsA	sp|P47203.2|	RecName: Full=Cell division protein FtsA [Pseudomonas aeruginosa PAO1]	90.714	420	36	1	1	1260	1	417	0	728	P47203	P47203.2
ftsB	sp|Q9HXZ6.1|	RecName: Full=Cell division protein FtsB [Pseudomonas aeruginosa PAO1]	80.435	92	18	0	1	276	3	94	6.2599999999999994e-37	122	Q9HXZ6	Q9HXZ6.1
ftsE	sp|P0A9R7.1|	RecName: Full=Cell division ATP-binding protein FtsE [Escherichia coli K-12]	54.378	217	99	0	1	651	1	217	1.1e-81	246	P0A9R7	P0A9R7.1
ftsH_1	sp|P63343.1|	RecName: Full=ATP-dependent zinc metalloprotease FtsH [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	66.932	629	200	5	10	1893	1	622	0	778	P63343	P63343.1
ftsH_2	sp|P55530.1|	RecName: Full=Uncharacterized AAA family ATPase y4kL [Sinorhizobium fredii NGR234]	32.267	344	213	6	1	1020	1	328	4.7e-44	157	P55530	P55530.1
ftsI	sp|G3XD46.1|	RecName: Full=Peptidoglycan D,D-transpeptidase FtsI; AltName: Full=Penicillin-binding protein 3; Short=PBP-3 [Pseudomonas aeruginosa PAO1]	78.815	557	117	1	10	1680	6	561	0	894	G3XD46	G3XD46.1
ftsK	sp|Q9Z3U1.1|	RecName: Full=DNA translocase FtsK [Pseudomonas syringae pv. syringae B728a]	88.369	791	90	2	1	2367	11	801	0	1388	Q9Z3U1	Q9Z3U1.1
ftsL	sp|Q9HVZ6.1|	RecName: Full=Cell division protein FtsL [Pseudomonas aeruginosa PAO1]	76.289	97	23	0	1	291	1	97	2.15e-39	129	Q9HVZ6	Q9HVZ6.1
ftsQ	sp|G3XDA7.1|	RecName: Full=Cell division protein FtsQ [Pseudomonas aeruginosa PAO1]	74.101	278	64	2	1	825	1	273	1.29e-135	387	G3XDA7	G3XDA7.1
ftsW	sp|C3KCS9.1|	RecName: Full=Probable peptidoglycan glycosyltransferase FtsW; Short=PGT; AltName: Full=Cell division protein FtsW; AltName: Full=Cell wall polymerase; AltName: Full=Peptidoglycan polymerase; Short=PG polymerase [Pseudomonas [fluorescens] SBW25]	95.062	405	20	0	1	1215	3	407	0	624	C3KCS9	C3KCS9.1
ftsX	sp|Q9R9Y4.1|	RecName: Full=Cell division protein FtsX [Pseudomonas putida]	82.991	341	57	1	1	1020	1	341	4.79e-164	464	Q9R9Y4	Q9R9Y4.1
ftsY	sp|P10121.1|	RecName: Full=Signal recognition particle receptor FtsY; Short=SRP receptor [Escherichia coli K-12]	68.852	305	94	1	493	1407	191	494	3.1999999999999997e-137	407	P10121	P10121.1
ftsZ	sp|Q59692.3|	RecName: Full=Cell division protein FtsZ [Pseudomonas putida KT2440]	91.771	401	30	1	1	1203	1	398	0	640	Q59692	Q59692.3
fucA_1	sp|Q8GHB1.1|	RecName: Full=4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase; AltName: Full=Bifunctional non-heme iron oxygenase; AltName: Full=Clorobiocin biosynthesis protein CloR [Streptomyces roseochromogenus subsp. oscitans]	31.472	197	131	4	106	684	35	231	2.34e-16	79.7	Q8GHB1	Q8GHB1.1
fucA_2	sp|Q9HYH5.1|	RecName: Full=Putative aldolase class 2 protein PA3430 [Pseudomonas aeruginosa PAO1]	83.133	249	42	0	31	777	10	258	5.089999999999999e-158	442	Q9HYH5	Q9HYH5.1
fucP	sp|P11551.3|	RecName: Full=L-fucose-proton symporter; AltName: Full=6-deoxy-L-galactose permease; AltName: Full=L-fucose permease; AltName: Full=L-fucose-H(+) symport protein [Escherichia coli K-12]	40	410	243	3	46	1269	21	429	5.46e-92	288	P11551	P11551.3
fumA	sp|P40720.3|	RecName: Full=Fumarate hydratase class I, aerobic; AltName: Full=Fumarase A; AltName: Full=Oxaloacetate keto--enol-isomerase; Short=OAAKE isomerase; AltName: Full=Oxaloacetate tautomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	34.071	452	271	14	148	1449	89	531	4.22e-52	189	P40720	P40720.3
fumC_1	sp|Q885V0.1|	RecName: Full=Fumarate hydratase class II; Short=Fumarase C; AltName: Full=Aerobic fumarase; AltName: Full=Iron-independent fumarase [Pseudomonas syringae pv. tomato str. DC3000]	88.069	461	55	0	1	1383	1	461	0	788	Q885V0	Q885V0.1
fumC_2	sp|Q51404.1|	RecName: Full=Fumarate hydratase class II 2; Short=Fumarase C 2; AltName: Full=Aerobic fumarase 2; AltName: Full=Iron-independent fumarase 2 [Pseudomonas aeruginosa PAO1]	76.856	458	106	0	1	1374	1	458	0	653	Q51404	Q51404.1
fur	sp|O68563.1|	RecName: Full=Ferric uptake regulation protein; Short=Ferric uptake regulator [Pseudomonas fluorescens]	97.561	123	3	0	1	369	1	123	2.87e-84	245	O68563	O68563.1
fusA	sp|C3K2X9.1|	RecName: Full=Elongation factor G; Short=EF-G [Pseudomonas [fluorescens] SBW25]	100	701	0	0	1	2103	1	701	0	1406	C3K2X9	C3K2X9.1
gabD	sp|P46562.2|	RecName: Full=Putative aldehyde dehydrogenase family 7 member A1 homolog; AltName: Full=ALH-9 [Caenorhabditis elegans]	53.782	476	212	5	73	1488	60	531	1.47e-154	453	P46562	P46562.2
gabD1~~~aldh	sp|O32507.1|	RecName: Full=Succinate-semialdehyde dehydrogenase [NADP(+)]; Short=SSDH [Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539]	48.222	450	233	0	55	1404	15	464	2.3799999999999998e-150	440	O32507	O32507.1
gabP_1	sp|O34618.1|	RecName: Full=Uncharacterized amino acid permease YtnA [Bacillus subtilis subsp. subtilis str. 168]	38.445	463	280	2	31	1404	1	463	4.3e-109	333	O34618	O34618.1
gabP_2	sp|P25527.1|	RecName: Full=Gamma-aminobutyric acid permease; Short=GABA permease; AltName: Full=4-aminobutyrate carrier; AltName: Full=4-aminobutyrate permease; AltName: Full=Gamma-aminobutyrate permease [Escherichia coli K-12]	67.873	442	142	0	1	1326	1	442	0	540	P25527	P25527.1
gabR_1	sp|P49309.1|	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]	36.456	491	283	8	67	1536	12	474	3.29e-76	251	P49309	P49309.1
gabR_3	sp|P49309.1|	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]	34.874	476	281	4	70	1416	8	481	3.05e-88	282	P49309	P49309.1
gabR_3~~~gabR_2	sp|P49309.1|	RecName: Full=Probable rhizopine catabolism regulatory protein MocR [Sinorhizobium meliloti]	35.794	447	273	5	79	1380	17	462	4.99e-77	252	P49309	P49309.1
gacA	sp|P32967.1|	RecName: Full=Response regulator GacA; AltName: Full=Global activator; AltName: Full=Global antibiotic and cyanide control protein [Pseudomonas protegens CHA0]	94.301	193	11	0	1	579	20	212	1.6099999999999998e-130	368	P32967	P32967.1
gadA	sp|Q5E5Y7.1|	RecName: Full=Glutamate decarboxylase [Aliivibrio fischeri ES114]	60.129	464	182	2	1	1383	1	464	0	615	Q5E5Y7	Q5E5Y7.1
gamP	sp|O34521.1|	RecName: Full=PTS system N-acetylglucosamine-specific EIICB component; AltName: Full=EIICB-Nag; Includes: RecName: Full=N-acetylglucosamine permease IIC component; AltName: Full=PTS system N-acetylglucosamine-specific EIIC component; Includes: RecName: Full=N-acetylglucosamine-specific phosphotransferase enzyme IIB component; AltName: Full=PTS system N-acetylglucosamine-specific EIIB component [Bacillus subtilis subsp. subtilis str. 168]	51.415	424	197	3	115	1380	35	451	1.7099999999999999e-118	361	O34521	O34521.1
gap2	sp|Q02PG5.1|	RecName: Full=Glyceraldehyde-3-phosphate dehydrogenase-like protein [Pseudomonas aeruginosa UCBPP-PA14]	87.636	461	57	0	79	1461	1	461	0	800	Q02PG5	Q02PG5.1
gapA	sp|P27726.3|	RecName: Full=Glyceraldehyde-3-phosphate dehydrogenase; Short=GAPDH; AltName: Full=NAD-dependent glyceraldehyde-3-phosphate dehydrogenase [Pseudomonas aeruginosa PAO1]	77.846	325	72	0	1	975	1	325	0	540	P27726	P27726.3
gapN	sp|Q9SNX8.1|	RecName: Full=NADP-dependent glyceraldehyde-3-phosphate dehydrogenase; AltName: Full=Glyceraldehyde-3-phosphate dehydrogenase [NADP(+)]; AltName: Full=Non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase; AltName: Full=Triosephosphate dehydrogenase; AltName: Full=nr-G3PDH [Apium graveolens]	31.106	434	272	10	262	1524	66	485	1.11e-58	206	Q9SNX8	Q9SNX8.1
garB	sp|P23189.1|	RecName: Full=Glutathione reductase; Short=GR; Short=GRase [Pseudomonas aeruginosa PAO1]	82.405	449	79	0	1	1347	1	449	0	728	P23189	P23189.1
garD	sp|P42240.3|	RecName: Full=Probable galactarate dehydratase (L-threo-forming); Short=GalcD [Bacillus subtilis subsp. subtilis str. 168]	65.029	509	170	2	25	1551	10	510	0	697	P42240	P42240.3
garK	sp|P44507.1|	RecName: Full=Glycerate kinase [Haemophilus influenzae Rd KW20]	51.206	373	182	0	1	1119	1	373	1.52e-113	338	P44507	P44507.1
gatA~~~gatA_1	sp|C3K6Y4.1|	RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit A; Short=Glu-ADT subunit A [Pseudomonas [fluorescens] SBW25]	98.344	483	8	0	1	1449	1	483	0	932	C3K6Y4	C3K6Y4.1
gatB	sp|C3K6Y3.1|	RecName: Full=Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B; Short=Asp/Glu-ADT subunit B [Pseudomonas [fluorescens] SBW25]	96.881	481	15	0	1	1443	1	481	0	964	C3K6Y3	C3K6Y3.1
gatC	sp|C3K6Y5.1|	RecName: Full=Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C; Short=Asp/Glu-ADT subunit C [Pseudomonas [fluorescens] SBW25]	95.789	95	4	0	1	285	1	95	1.31e-60	182	C3K6Y5	C3K6Y5.1
gbpA	sp|P9WEM3.1|	RecName: Full=AA10 family lytic polysaccharide monooxygenase CBP21; Short=LPMO CBP21; Flags: Precursor [Serratia marcescens]	34.146	205	92	9	34	630	28	195	6.63e-22	91.7	P9WEM3	P9WEM3.1
gbsA	sp|Q9STS1.1|	RecName: Full=Aminoaldehyde dehydrogenase ALDH10A9, peroxisomal; AltName: Full=4-trimethylammoniobutyraldehyde dehydrogenase ALDH10A9; AltName: Full=Aldehyde dehydrogenase family 10 member A9; AltName: Full=Aminobutyraldehyde dehydrogenase ALDH10A9; AltName: Full=Betaine aldehyde dehydrogenase ALDH10A9; AltName: Full=Gamma-guanidinobutyraldehyde dehydrogenase ALDH10A8 [Arabidopsis thaliana]	46.862	478	247	2	22	1434	10	487	5.73e-144	425	Q9STS1	Q9STS1.1
gbuA	sp|Q9I3S3.1|	RecName: Full=Guanidinobutyrase [Pseudomonas aeruginosa PAO1]	90.282	319	28	1	1	948	1	319	0	592	Q9I3S3	Q9I3S3.1
gcd	sp|P05465.1|	RecName: Full=Quinoprotein glucose dehydrogenase A; AltName: Full=GDH-A; AltName: Full=Glucose dehydrogenase A [pyrroloquinoline-quinone]; AltName: Full=Quinoprotein glucose DH; Flags: Precursor [Acinetobacter calcoaceticus]	49.333	750	345	12	214	2415	69	799	0	674	P05465	P05465.1
